Date,ABBN.SW,CFR.SW,CSGN.SW,GEBN.SW,GIVN.SW,HOLN.SW,LOGN.SW,LONN.SW,NESN.SW,NOVN.SW,PGHN.SW,ROG.SW,SCMN.SW,SGSN.SW,SIKA.SW,SLHN.SW,SREN.SW,UBSG.SW,ZURN.SW
2012-01-04,-0.0005399691487396607,-0.011276709122265527,-0.002188144902804945,-0.005359056630712344,-0.005470459518599591,-0.0038095092773438033,-0.04857513085381715,-0.006884716841574434,0.0018416628033781635,0.001838213275417111,0.0,0.004941340839514252,-0.003055572509765625,-0.009445843828715383,-0.007096086645269395,-0.00281848938671192,0.00040709255707005454,0.003469207526401119,-0.0018518235948350448
2012-01-05,0.005942766558150847,0.0,-0.04385969000174439,-0.009159548228048542,-0.025302530253025313,-0.01912046225902697,-0.010891753028078321,-0.014731364821359727,0.0009191035966562566,-0.0018348404473486069,-0.030487804878048808,0.0006146656754237867,-0.01616045664977528,-0.005721551176096629,-0.015942834651931026,-0.031091012943835428,-0.008138382776413433,-0.03284357169092311,-0.0069573281889417915
2012-01-06,-0.011815317442927853,0.006517305596106748,-0.01834858439851872,-0.0016312550458137398,-0.008465011286681756,-0.010721284624051974,0.013764612039964597,0.015831125581228234,-0.008264476705861501,0.0055147191519009375,0.0,0.009213759041043268,-0.00028322317130269337,0.00831202046035795,-0.003351904303349529,-0.004667373520747642,-0.014358990009014416,-0.008936499691270305,-0.0018683285561422736
2012-01-09,0.004347822030685622,0.014771416106452051,-0.019158848706963938,-0.01307194485560248,-0.004553215708594238,-0.0218718698928273,-0.009504371622484298,0.009523831936085747,0.005555541427047173,-0.011901276631195112,-0.009433962264150941,-0.004260480433598501,-0.0045325951940952125,0.0069752694990488084,0.00896860123562826,-0.025791377478636357,-0.004994752707184746,-0.035166847426214454,-0.007019185874688194
2012-01-10,0.014610414743062128,0.01694912160037454,0.025250125062531215,0.024282611641159413,-0.005145797598627766,0.02437544227990096,0.011651821419877972,0.014579755319101606,0.009208103260132994,0.0018686738643145517,0.0031746031746031633,-0.0024450436451716184,0.014797986048238343,0.02015113350125941,0.04277776082356777,0.009626992376022159,0.03179252068820926,0.035514030020063814,0.02450516975978334
2012-01-11,0.006933288574218821,-0.02058822033452057,-0.0018587803264367153,0.0016163134865492257,-0.012643678160919491,0.0,0.002032502202302666,-0.0025359125473259914,-0.01733578058696361,-0.01017545761069405,-0.0031645569620253333,-0.006127451094972369,-0.0008413300768699283,0.0024691358024691024,-0.019712311257840454,0.005959475457765873,-0.007095120126227594,0.0036101048852397177,0.010119651650398742
2012-01-12,0.0079449964272571,0.008007962063504515,0.00931101514099586,0.007530980103490625,0.005820721769499437,0.011799444186211483,0.016903313092955452,-0.006779695799113972,-0.007427998561111759,-0.004664250528052305,0.010793631417410632,0.00678178868194812,0.0,-0.0049261083743842304,0.021195640174112018,0.05272508137192067,0.010616587640333908,0.024280616955248968,0.0022768669676827002
2012-01-13,-0.0010509961661592238,0.006951386284514971,-0.006457526278685899,0.006940752966237751,0.02256944444444442,0.007774508729272878,-0.013962768529229397,0.01791813736772485,-0.004677268408447621,-0.006541849393563504,-0.0025125245235677607,-0.007960826867503323,-0.0005612733547701865,0.010519801980197974,0.005854210427072237,-0.010692143664120524,-0.014141429554332396,-0.0008779831940654015,-0.0063607865354397
2012-01-16,0.011046769171186188,0.027613366668921335,-0.006963857272215379,0.005832400896757184,-0.009620826259196358,-0.016393457819747104,0.0,0.0016764372539401773,-0.002819577513679339,0.005641501348698785,0.005667467753077027,0.017901196891878968,0.004773888403020621,-0.004898958971218614,0.0026454622783358417,0.020477763266401494,0.006967216350480587,0.012302314755260557,0.010516703629868562
2012-01-17,0.011966777200931089,-0.006717821197153029,0.028985517127522176,0.006325761557969933,-0.0034285714285714475,0.02156862467905496,-0.011463255372118786,0.015899568324100777,0.0037700427109474965,0.006585553947514811,-0.008140282257983578,-0.006064281607116029,0.008664075487082812,0.01538461538461533,0.015831135202015734,0.01282053026760388,-0.002848990463722445,0.0,0.004524886877828038
